17.99,18.99
20.57,21.57
19.69,20.69
11.42,12.42
20.29,21.29
12.45,13.45
18.25,19.25
13.71,14.71
13,14
12.46,13.46
16.02,17.02
15.78,16.78
19.17,20.17
15.85,16.85
13.73,14.73
14.54,15.54
14.68,15.68
16.13,17.13
19.81,20.81
13.54,14.54
13.08,14.08
9.504,10.504
15.34,16.34
21.16,22.16
16.65,17.65
17.14,18.14
14.58,15.58
18.61,19.61
15.3,16.3
17.57,18.57
18.63,19.63
11.84,12.84
17.02,18.02
19.27,20.27
16.13,17.13
16.74,17.74
14.25,15.25
13.03,14.03
14.99,15.99
13.48,14.48
13.44,14.44
10.95,11.95
19.07,20.07
13.28,14.28
13.17,14.17
18.65,19.65
8.196,9.196
13.17,14.17
12.05,13.05
13.49,14.49
11.76,12.76
13.64,14.64
11.94,12.94
18.22,19.22
15.1,16.1
11.52,12.52
19.21,20.21
14.71,15.71
13.05,14.05
8.618,9.618
10.17,11.17
8.598,9.598
14.25,15.25
9.173,10.173
12.68,13.68
14.78,15.78
9.465,10.465
11.31,12.31
9.029,10.029
12.78,13.78
18.94,19.94
8.888,9.888
17.2,18.2
13.8,14.8
12.31,13.31
16.07,17.07
13.53,14.53
18.05,19.05
20.18,21.18
12.86,13.86
11.45,12.45
13.34,14.34
25.22,26.22
19.1,20.1
12,13
18.46,19.46
14.48,15.48
19.02,20.02
12.36,13.36
14.64,15.64
14.62,15.62
15.37,16.37
13.27,14.27
13.45,14.45
15.06,16.06
20.26,21.26
12.18,13.18
9.787,10.787
11.6,12.6
14.42,15.42
13.61,14.61
6.981,7.981
12.18,13.18
9.876,10.876
10.49,11.49
13.11,14.11
11.64,12.64
12.36,13.36
22.27,23.27
11.34,12.34
9.777,10.777
12.63,13.63
14.26,15.26
10.51,11.51
8.726,9.726
11.93,12.93
8.95,9.95
14.87,15.87
15.78,16.78
17.95,18.95
11.41,12.41
18.66,19.66
24.25,25.25
14.5,15.5
13.37,14.37
13.85,14.85
13.61,14.61
19,20
15.1,16.1
19.79,20.79
12.19,13.19
15.46,16.46
16.16,17.16
15.71,16.71
18.45,19.45
12.77,13.77
11.71,12.71
11.43,12.43
14.95,15.95
11.28,12.28
9.738,10.738
16.11,17.11
11.43,12.43
12.9,13.9
10.75,11.75
11.9,12.9
11.8,12.8
14.95,15.95
14.44,15.44
13.74,14.74
13,14
8.219,9.219
9.731,10.731
11.15,12.15
13.15,14.15
12.25,13.25
17.68,18.68
16.84,17.84
12.06,13.06
10.9,11.9
11.75,12.75
19.19,20.19
19.59,20.59
12.34,13.34
23.27,24.27
14.97,15.97
10.8,11.8
16.78,17.78
17.47,18.47
14.97,15.97
12.32,13.32
13.43,14.43
15.46,16.46
11.08,12.08
10.66,11.66
8.671,9.671
9.904,10.904
16.46,17.46
13.01,14.01
12.81,13.81
27.22,28.22
21.09,22.09
15.7,16.7
11.41,12.41
15.28,16.28
10.08,11.08
18.31,19.31
11.71,12.71
11.81,12.81
12.3,13.3
14.22,15.22
12.77,13.77
9.72,10.72
12.34,13.34
14.86,15.86
12.91,13.91
13.77,14.77
18.08,19.08
19.18,20.18
14.45,15.45
12.23,13.23
17.54,18.54
23.29,24.29
13.81,14.81
12.47,13.47
15.12,16.12
9.876,10.876
17.01,18.01
13.11,14.11
15.27,16.27
20.58,21.58
11.84,12.84
28.11,29.11
17.42,18.42
14.19,15.19
13.86,14.86
11.89,12.89
10.2,11.2
19.8,20.8
19.53,20.53
13.65,14.65
13.56,14.56
10.18,11.18
15.75,16.75
13.27,14.27
14.34,15.34
10.44,11.44
15,16
12.62,13.62
12.83,13.83
17.05,18.05
11.32,12.32
11.22,12.22
20.51,21.51
9.567,10.567
14.03,15.03
23.21,24.21
20.48,21.48
14.22,15.22
17.46,18.46
13.64,14.64
12.42,13.42
11.3,12.3
13.75,14.75
19.4,20.4
10.48,11.48
13.2,14.2
12.89,13.89
10.65,11.65
11.52,12.52
20.94,21.94
11.5,12.5
19.73,20.73
17.3,18.3
19.45,20.45
13.96,14.96
19.55,20.55
15.32,16.32
15.66,16.66
15.53,16.53
20.31,21.31
17.35,18.35
17.29,18.29
15.61,16.61
17.19,18.19
20.73,21.73
10.6,11.6
13.59,14.59
12.87,13.87
10.71,11.71
14.29,15.29
11.29,12.29
21.75,22.75
9.742,10.742
17.93,18.93
11.89,12.89
11.33,12.33
18.81,19.81
13.59,14.59
13.85,14.85
19.16,20.16
11.74,12.74
19.4,20.4
16.24,17.24
12.89,13.89
12.58,13.58
11.94,12.94
12.89,13.89
11.26,12.26
11.37,12.37
14.41,15.41
14.96,15.96
12.95,13.95
11.85,12.85
12.72,13.72
13.77,14.77
10.91,11.91
11.76,12.76
14.26,15.26
10.51,11.51
19.53,20.53
12.46,13.46
20.09,21.09
10.49,11.49
11.46,12.46
11.6,12.6
13.2,14.2
9,10
13.5,14.5
13.05,14.05
11.7,12.7
14.61,15.61
12.76,13.76
11.54,12.54
8.597,9.597
12.49,13.49
12.18,13.18
18.22,19.22
9.042,10.042
12.43,13.43
10.25,11.25
20.16,21.16
12.86,13.86
20.34,21.34
12.2,13.2
12.67,13.67
14.11,15.11
12.03,13.03
16.27,17.27
16.26,17.26
16.03,17.03
12.98,13.98
11.22,12.22
11.25,12.25
12.3,13.3
17.06,18.06
12.99,13.99
18.77,19.77
10.05,11.05
23.51,24.51
14.42,15.42
9.606,10.606
11.06,12.06
19.68,20.68
11.71,12.71
10.26,11.26
12.06,13.06
14.76,15.76
11.47,12.47
11.95,12.95
11.66,12.66
15.75,16.75
25.73,26.73
15.08,16.08
11.14,12.14
12.56,13.56
13.05,14.05
13.87,14.87
8.878,9.878
9.436,10.436
12.54,13.54
13.3,14.3
12.76,13.76
16.5,17.5
13.4,14.4
20.44,21.44
20.2,21.2
12.21,13.21
21.71,22.71
22.01,23.01
16.35,17.35
15.19,16.19
21.37,22.37
20.64,21.64
13.69,14.69
16.17,17.17
10.57,11.57
13.46,14.46
13.66,14.66
11.08,12.08
11.27,12.27
11.04,12.04
12.05,13.05
12.39,13.39
13.28,14.28
14.6,15.6
12.21,13.21
13.88,14.88
11.27,12.27
19.55,20.55
10.26,11.26
8.734,9.734
15.49,16.49
21.61,22.61
12.1,13.1
14.06,15.06
13.51,14.51
12.8,13.8
11.06,12.06
11.8,12.8
17.91,18.91
11.93,12.93
12.96,13.96
12.94,13.94
12.34,13.34
10.94,11.94
16.14,17.14
12.85,13.85
17.99,18.99
12.27,13.27
11.36,12.36
11.04,12.04
9.397,10.397
14.99,15.99
15.13,16.13
11.89,12.89
9.405,10.405
15.5,16.5
12.7,13.7
11.16,12.16
11.57,12.57
14.69,15.69
11.61,12.61
13.66,14.66
9.742,10.742
10.03,11.03
10.48,11.48
10.8,11.8
11.13,12.13
12.72,13.72
14.9,15.9
12.4,13.4
20.18,21.18
18.82,19.82
14.86,15.86
13.98,14.98
12.87,13.87
14.04,15.04
13.85,14.85
14.02,15.02
10.97,11.97
17.27,18.27
13.78,14.78
10.57,11.57
18.03,19.03
11.99,12.99
17.75,18.75
14.8,15.8
14.53,15.53
21.1,22.1
11.87,12.87
19.59,20.59
12,13
14.53,15.53
12.62,13.62
13.38,14.38
11.63,12.63
13.21,14.21
13,14
9.755,10.755
17.08,18.08
27.42,28.42
14.4,15.4
11.6,12.6
13.17,14.17
13.24,14.24
13.14,14.14
9.668,10.668
17.6,18.6
11.62,12.62
9.667,10.667
12.04,13.04
14.92,15.92
12.27,13.27
10.88,11.88
12.83,13.83
14.2,15.2
13.9,14.9
11.49,12.49
16.25,17.25
12.16,13.16
13.9,14.9
13.47,14.47
13.7,14.7
15.73,16.73
12.45,13.45
14.64,15.64
19.44,20.44
11.68,12.68
16.69,17.69
12.25,13.25
17.85,18.85
18.01,19.01
12.46,13.46
13.16,14.16
14.87,15.87
12.65,13.65
12.47,13.47
18.49,19.49
20.59,21.59
15.04,16.04
13.82,14.82
12.54,13.54
23.09,24.09
9.268,10.268
9.676,10.676
12.22,13.22
11.06,12.06
16.3,17.3
15.46,16.46
11.74,12.74
14.81,15.81
13.4,14.4
14.58,15.58
15.05,16.05
11.34,12.34
18.31,19.31
19.89,20.89
12.88,13.88
12.75,13.75
9.295,10.295
24.63,25.63
11.26,12.26
13.71,14.71
9.847,10.847
8.571,9.571
13.46,14.46
12.34,13.34
13.94,14.94
12.07,13.07
11.75,12.75
11.67,12.67
13.68,14.68
20.47,21.47
10.96,11.96
20.55,21.55
14.27,15.27
11.69,12.69
7.729,8.729
7.691,8.691
11.54,12.54
14.47,15.47
14.74,15.74
13.21,14.21
13.87,14.87
13.62,14.62
10.32,11.32
10.26,11.26
9.683,10.683
10.82,11.82
10.86,11.86
11.13,12.13
12.77,13.77
9.333,10.333
12.88,13.88
10.29,11.29
10.16,11.16
9.423,10.423
14.59,15.59
11.51,12.51
14.05,15.05
11.2,12.2
15.22,16.22
20.92,21.92
21.56,22.56
20.13,21.13
16.6,17.6
20.6,21.6
7.76,8.76
